ரேடியோ	radio
தாக்கியது	thaakkiyathu
</s>	</s>
விண்ணப்பப்	vinnappap
படிவங்கள்	padivangal
அனைத்தும்	anaiththum
மாவட்ட	maavatta
சமூக	samooga
நல	nala
அலுவலகத்தில்	aluvalagaththil
ஆய்வு	aaivu
செய்யப்பட்டு	seyyappattu
அனைத்தும்	anaiththum
சரியாக	sariyaaga
இருக்கும்	irukkum
நிலையில்	nilaiyil
உதவித்	uthavith
தொகை	thogai
அளிக்கப்படுகிறது	alikkappadugirathu
</s>	</s>
இதற்குக்	itharkuk
காரணம்	kaaranam
மூச்சு	moochu
உறுப்புகளின்	uruppukalin
அமைப்பேயாகும்	amaippeyaagum
</s>	</s>
இவரின்	ivarin
இளமைக்காலம்	ilamaikkaalam
பற்றி	pattri
அதிகம்	athigam
அறியமுடியாத	ariyamudiyaatha
நிலையில்	nilaiyil
உள்ளது	ullathu
</s>	</s>
ஆனால்	anaal
பிசான்சியப்	pisansiya
பேரரசு	perarasu
காலத்தில்	kalaththil
கிறித்தவக்	kiriththavak
கலை	kalai
அதிகமாக	athigamaga
கருத்துரு	karuththuru
வகையில்	vagaiyil
அமையலாயிற்று	amaiyalaayittru
</s>	</s>
இருப்பினும்	iruppinum
இராமசாமி	ramasami
நீதிக்கட்சியைத்	neethikkatchiyaith
திராவிடர்	dravidar
கழகம்	kazhagam
எனப்	yenap
பெயர்	peyar
மாற்றியதற்கு	mattrriyatharku
சிலர்	silar
எதிர்ப்புத்	yethirpputh
தெரிவித்து	theriviththu
மாற்று	mattrtu
அணி	ani
நீதிக்கட்சியின்	neethikkatchiyin
நீண்ட	neenda
அனுபவமுள்ளவரான	anubavamullavaraana
பி	p
</s>	</s>
இவர்	ivar
எந்தவொரு	enthavoru
தேர்வுத்	thervuth
துடுப்பாட்டப்	thuduppaattap
போட்டியிலும்	pottiyilum
கலந்து	kalanthu
கொள்ளவில்லை	kollavillai
</s>	</s>
அரிச்சந்திரன்	arichandiran
பொய்கள்	poigal
</s>	</s>
சாக்கடை	sakkadai
சேகரிப்பு	segarippu
மற்றும்	mattrum
அகற்றுதல்	agattruthal
</s>	</s>
உலக	ulaga
மின்னூலகம்	minnoolagam
</s>	</s>
1992ஆம்	1992aam
வருடம்	varudam
அக்டோபர்	october
26	26
அன்று	andru
திங்கட்கிழமையிலான	thingatkizhamaiyilaana
தி	the
டைம்ஸ்	times
இதழ்	ithazh
சோரெஸ்	sores
இவ்வாறு	ivvaaru
கூறியதாக	kooriyathaaga
மேற்கோள்	merkol
காட்டியது:"கருப்பு	kaattiyathu."karuppu
புதனன்று	buthanandru
எங்களது	yengalthu
மொத்த	moththa
நிலவரம்	nilavaram
ஏறத்தாழ	yeraththaazha
10	10
பில்லியனாக	billionaaga
இருந்திருக்க	irundirukka
வேண்டும்	vendum
அதை	athai
விடவும்	vidavum
அதிகமாக	athigamaaga
விற்க	virka
நாங்கள்	naangal
திட்டமிட்டிருந்தோம்	thittamitirunthom
உண்மையில்	unmaiyil
நாணய	naanaya
மதிப்புக்	mathippuk
குறைப்பிற்குச்	kuraippirkuch
சற்று	sattru
முன்னதாக	munnathaaga
ஸ்டெர்லிங்கின்	sterlingin
மதிப்பைக்	mathippaik
காப்பாற்ற	kaappattra
15	15
பில்லியன்	billion
கடன்	kadan
வாங்கப்போவதாக	vaangapovathaaga
நார்மன்	norman
லாமோண்ட்	laamond
கூறியபோது	kooriyapothu
கிட்டத்தட்ட	kittaththatta
நாங்கள்	nangal
விற்க	virkka
உத்தேசித்திருந்த	uththesiththiruntha
மதிப்பும்	mathippum
அத்தகையதே	aththakaiyathe
என்பதால்	yenbathaal
எங்களுக்கு	yengalukku
அது	athu
வேடிக்கையாக	vedikkaiyaaga
இருந்தது	irundathu
</s>	</s>
உர்சுலா	ursula
பி	p
மார்வின்	marvin
</s>	</s>
செயலலிதா	jayalalitha
சொத்துக்குவிப்பு	sotthukkuvippu
வழக்கு	vazhakku
தமிழ்நாட்டின்	tamizhnaattin
புதிய	puthiya
முதல்வராக	muthalvaraaga
ஓ	o
பன்னீர்செல்வம்	panneerselvam
பதவியேற்றார்	pathaiviyetraar
பிபிசி	bbc
</s>	</s>
கணிதத்தில்	kanithaththil
நேரியல்	neril
இயற்கணிதப்	iyarkanithap
பிரிவில்	pirivil
அணிக்கோவை	anikkovai
அல்லது	allathu
துணிகோவை	thunikovai
determinant	determinant
என்பது	yenpathu
ஒவ்வொரு	ovvoru
சதுர	sathura
அணியுடனும்	aniyudannum
இணைக்கப்பட்ட	inaikkappatta
ஒரு	oru
மதிப்பாகும்	mathippaagum
</s>	</s>
அதன்	athan
பிறகு	piragu
அவர்களுக்குப்	avargalai
பிள்ளைப்	pillai
பேறு	peru
இல்லை	illai
</s>	</s>
காற்று	kattru
புகாத	pugaatha
இடத்தில்	idaththil
பசுந்தீவனத்தை	pasuntheevanaththai
பல	pala
வேதியல்	vethiyal
மாற்றங்களுக்கு	mattrangalukku
உட்படுத்தப்பட்டு	utpaduththappattu
பின்	pin
கிடைக்கும்	kidaikkum
தீவனம்	theevanam
ஊறுகாய்	oorukaay
புல்	pul
</s>	</s>
அன்னபூரணி	annapoorani
சுப்ரமணியம்	subramaniyam
</s>	</s>
கர்நாடகா	karnataka
சமையல்	samaiyal
</s>	</s>
அப்புறம்	appuram
என்ன	yenna
தனது	thanathu
குடும்பத்தினரை	kudumbaththinarai
பழிவாங்க	pazhivaanga
நினைக்கும்	ninaikkum
பேயிடம்	peyidam
இருந்து	irundhu
தனது	thanthu
குடும்பத்தை	kudumbaththai
காப்பாற்ற	kaappaattra
போராடி	poraadi
ஜெயிக்கிறாள்	jaikkiraal
மீனாட்சி	meenaatchi
</s>	</s>
சீனிவாசன்	srinivasan
அக்கட்சியில்	akkatchiyil
உறுப்பினராக	urippinaraaga
இருந்தார்	irundaar
</s>	</s>
சில	sila
வேளைகளில்	velaigalil
தனித்தனி	thanitthani
பாக்சீரியாக்கள்	paakseeriyaakkal
இடத்துக்கும்	idatthukkum
நேரத்துக்கும்	neratthukkum
ஏற்றாற்போல	yetraarpola
உருமாறி	urumaari
தகவமைப்புப்	thagavamaippup
பெறுவது	peruvathu
இவ்விளைவினால்	ivvilaivinaal
நடக்கிறது	nadakkirahtu
</s>	</s>
இரண்டாம்	irandaam
வேற்றுமை	vetrumai
உருபும்	urubum
பயனும்	payanum
உடன்	udan
தொக்கத்	thokkath
தொகையில்	thogaiyil
மிகும்	migum
</s>	</s>
அதன்	athan
உறுப்புகளின்	uruppukalin
தொடர்வடிவம்	thodarvadivam
</s>	</s>
காவியத்	kaaviyath
தலைவன்	thalaivan
என்பது	enbathu
1992	1992
ஆவது	aavathu
ஆண்டில்	aandil
வெளியான	veliyaana
ஒரு	oru
தமிழ்த்	thamizhth
திரைப்படமாகும்	thiraipadamaagum
</s>	</s>
அதாவது	athaavathu
கால்	kaal
கை	kai
இவற்றால்	ivatraal
எதிரியைத்	ethiriyaith
தாக்கிச்	thaakkich
செயலிழக்கச்	cheyalizhakkach
செய்யும்	cheiyum
கலை	kalai
எனப்	enap
பொதுவாகக்	pothuvaagak
கூறலாம்	kooralaam
</s>	</s>
மேலும்	melum
அதன்	athan
மேற்பரப்பு	merparappu
இளம்	ilam
நிலவமைப்பை	nilavamaippai
கொண்டதாகவும்	kondathagavum
சில	sila
மலைகள்	malaigal
மற்றும்	mattrum
விண்கல்	vinkal
பள்ளங்களுடன்	pallangaludan
அதிக	athiga
அளவில்	alavil
சமதளபரப்பை	samathlaparappai
கொண்டது	kondathu
என	yena
அறியப்படுகிறது	ariyappadugirathu
</s>	</s>
ஒரு	oru
இயற்கை	iyarkkai
நிலக்கீல்	nilakkeel
கரி-தார்)பொருளான	kari-thaar)porulaana
கற்பூரம்,குளிர்வாக	karpooram,kulirvaaga
எரிந்து	erinthu
சாம்பலை	saambalai
மீதமிடாலிருப்பது	meethamidaaliruppathu
உணர்வு	unarvu
நிலைக்கு	nilaikku
அடையாளமாயிருக்கிறது	adaiyaalmaayirukkirathu
</s>	</s>
சிலவாக்கியா	silavaakkiyaa
</s>	</s>
பயனர்	payanar
கூட்டாக்கம்	koottaakkam
எதிர்	yethir
ஒப்பந்த	oppantha
பேச்சுவார்த்தை	pechchuvaarththai
</s>	</s>
இங்கிரிடு	inkiridu
கிரோயெனவெல்டு	kiroyenaveldu
</s>	</s>
தோற்றம்	thotram
மாறிய	maariya
பிறகான	piragaana
காதலர்கள்	kaathalargal
வாழ்வை	vaazhvai
நெகிழ்வுடன்	negizhvudan
கூறும்	koorum
படம்	padam
</s>	</s>
ஆர்க்டிக்	aartic
பகுதியில்	paguthiyil
வாழ்ந்த	vaazhntha
எஸ்கிமோ	eskimo
ஆதிவாசிகள்	aathivaasigal
அரேபிய	arabia
பாலைவனத்தைச்	paalaivanaththaich
சார்ந்த	saarntha
பெடுவியன்கள்	peduviyangal
பசிபிக்	pacific
தீவுத்த்ட்டவாசிகள்	theeviththidavaasigal
பாலினேஷியன்கள்	polineshiyangal
இந்தியாவின்	inthiyaavin
பஞ்சாரமக்கள்	panjaaramakkal
ஆகியோர்	aagiyor
தோல்	thol
மரங்கள்	marangal
எலும்பு	elumbu
களிபோன்	kalopon
போன்ற	pondra
பரப்புகளில்	parappugalil
அவர்களுக்குத்	avargalukkuth
தெரிந்த	therintha
பகுதிகளை	paguthigalai
மாதிரிகளாக	maathirigalaaka
வரைந்தனர்	varainthanar
</s>	</s>
இன்று	indru
பெண்கள்	pengal
தலைக்	thalaik
குளித்தால்	kulitthaal
கூந்தலை	koonthalai
மின்காந்த	minkaantha
சுட்டிலில்	suttilil
உலர	ulara
வைக்கிறார்கள்	vaikkiraargal
</s>	</s>
நமது	namathu
தமிழகம்	thamizhagam
</s>	</s>
உரோமைப்	romap
பேரரசு	perarasu
</s>	</s>
அடுத்தடுத்து	aduththaduththu
இளையராகம்	ilaiyaraagam
உள்ளிட்ட	ullitta
